complaint_id,date_complaint,date_resolved,category,zone,priority,department,citizen_satisfaction,complaint_text,resolution_delay,severity_score,complaint_month,complaint_month_name,complaint_day_of_week,complaint_week
CMP002876,2024-11-09,2024-11-13,Water Supply,South Zone,High,Water Department,3,Low water pressure in South Zone,4,3,11,November,Saturday,45
CMP002877,2024-01-21,2024-01-31,Street Light Failure,West Zone,Low,Electricity Department,3,Street light not working for a week in West Zone,10,1,1,January,Sunday,3
CMP002878,2024-03-22,2024-04-10,Garbage Collection,West Zone,Medium,Sanitation Department,2,Garbage not collected for 3 days in West Zone,19,2,3,March,Friday,12
CMP002879,2024-03-09,2024-03-27,Water Supply,West Zone,Low,Water Department,3,No water since morning in West Zone,18,1,3,March,Saturday,10
CMP002880,2024-05-10,2024-05-15,Garbage Collection,West Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in West Zone,5,1,5,May,Friday,19
CMP002881,2024-03-27,2024-04-15,Road Damage,West Zone,Medium,Roads Department,2,Uneven road surface in West Zone,19,2,3,March,Wednesday,13
CMP002882,2024-08-05,2024-08-31,Garbage Collection,West Zone,Low,Sanitation Department,3,Overflowing trash bins in West Zone,26,1,8,August,Monday,32
CMP002883,2024-10-31,2024-11-23,Public Safety,South Zone,Medium,Police Department,1,Suspicious activity in South Zone,23,2,10,October,Thursday,44
CMP002884,2024-12-10,2025-01-06,Water Supply,West Zone,Low,Water Department,3,No water since morning in West Zone,27,1,12,December,Tuesday,50
CMP002885,2024-12-06,2024-12-28,Garbage Collection,Central Zone,Low,Sanitation Department,3,Overflowing trash bins in Central Zone,22,1,12,December,Friday,49
CMP002886,2024-06-09,2024-06-25,Road Damage,South Zone,Low,Roads Department,1,Uneven road surface in South Zone,16,1,6,June,Sunday,23
CMP002887,2024-06-26,2024-06-27,Garbage Collection,Central Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in Central Zone,1,1,6,June,Wednesday,26
CMP002888,2024-04-26,2024-05-08,Road Damage,North Zone,High,Roads Department,2,Large pothole on main road in North Zone,12,3,4,April,Friday,17
CMP002889,2024-07-14,2024-08-07,Water Supply,South Zone,Medium,Water Department,2,Water supply irregular in South Zone,24,2,7,July,Sunday,28
CMP002890,2024-11-22,2024-11-24,Garbage Collection,North Zone,High,Sanitation Department,4,Overflowing trash bins in North Zone,2,3,11,November,Friday,47
CMP002891,2024-03-26,2024-04-16,Garbage Collection,North Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in North Zone,21,1,3,March,Tuesday,13
CMP002892,2024-10-15,2024-11-09,Water Supply,West Zone,Medium,Water Department,2,No water since morning in West Zone,25,2,10,October,Tuesday,42
CMP002893,2024-03-21,2024-03-29,Garbage Collection,Central Zone,Medium,Sanitation Department,4,Overflowing trash bins in Central Zone,8,2,3,March,Thursday,12
CMP002894,2024-05-31,2024-06-18,Traffic Congestion,West Zone,Low,Traffic Department,3,Heavy traffic jam in West Zone,18,1,5,May,Friday,22
CMP002895,2024-03-01,2024-03-26,Street Light Failure,Central Zone,Medium,Electricity Department,3,Dark area at night in Central Zone,25,2,3,March,Friday,9
CMP002896,2024-03-01,2024-03-17,Road Damage,North Zone,Medium,Roads Department,1,Large pothole on main road in North Zone,16,2,3,March,Friday,9
CMP002897,2024-12-19,2024-12-24,Road Damage,North Zone,Low,Roads Department,4,Uneven road surface in North Zone,5,1,12,December,Thursday,51
CMP002898,2024-01-28,2024-02-23,Road Damage,East Zone,Medium,Roads Department,1,Uneven road surface in East Zone,26,2,1,January,Sunday,4
CMP002899,2024-02-12,2024-03-05,Public Safety,West Zone,Low,Police Department,2,Unsafe area at night in West Zone,22,1,2,February,Monday,7
CMP002900,2024-06-17,2024-06-30,Garbage Collection,North Zone,Low,Sanitation Department,3,Overflowing trash bins in North Zone,13,1,6,June,Monday,25
CMP002901,2024-03-26,2024-04-14,Garbage Collection,Central Zone,Low,Sanitation Department,3,Overflowing trash bins in Central Zone,19,1,3,March,Tuesday,13
CMP002902,2024-06-25,2024-07-24,Garbage Collection,West Zone,High,Sanitation Department,3,Overflowing trash bins in West Zone,29,3,6,June,Tuesday,26
CMP002903,2024-01-17,2024-01-20,Garbage Collection,Central Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in Central Zone,3,1,1,January,Wednesday,3
CMP002904,2024-04-07,2024-05-03,Garbage Collection,South Zone,Low,Sanitation Department,2,Overflowing trash bins in South Zone,26,1,4,April,Sunday,14
CMP002905,2024-07-16,2024-07-24,Street Light Failure,East Zone,Medium,Electricity Department,2,Faulty street lamp in East Zone,8,2,7,July,Tuesday,29
CMP002906,2024-04-07,2024-05-04,Water Supply,West Zone,Medium,Water Department,1,No water since morning in West Zone,27,2,4,April,Sunday,14
CMP002907,2024-03-05,2024-03-31,Public Safety,West Zone,Medium,Police Department,3,Suspicious activity in West Zone,26,2,3,March,Tuesday,10
CMP002908,2024-11-25,2024-12-21,Garbage Collection,South Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in South Zone,26,1,11,November,Monday,48
CMP002909,2024-12-06,2024-12-18,Water Supply,Central Zone,Medium,Water Department,2,Water supply irregular in Central Zone,12,2,12,December,Friday,49
CMP002910,2024-01-05,2024-01-07,Public Safety,Central Zone,Low,Police Department,5,Missing street signs in Central Zone,2,1,1,January,Friday,1
CMP002911,2024-01-02,2024-01-13,Drainage Problem,North Zone,Medium,Drainage Department,4,Drainage pipe broken in North Zone,11,2,1,January,Tuesday,1
CMP002912,2024-01-22,2024-02-03,Road Damage,North Zone,Medium,Roads Department,2,Road cracking in North Zone,12,2,1,January,Monday,4
CMP002913,2024-04-21,2024-05-19,Road Damage,East Zone,Medium,Roads Department,1,Large pothole on main road in East Zone,28,2,4,April,Sunday,16
CMP002914,2024-02-26,2024-03-15,Drainage Problem,East Zone,High,Drainage Department,2,Blocked drain causing water logging in East Zone,18,3,2,February,Monday,9
CMP002915,2024-03-06,2024-03-19,Road Damage,West Zone,Medium,Roads Department,4,Uneven road surface in West Zone,13,2,3,March,Wednesday,10
CMP002916,2024-11-25,2024-11-30,Garbage Collection,North Zone,Medium,Sanitation Department,4,Overflowing trash bins in North Zone,5,2,11,November,Monday,48
CMP002917,2024-04-07,2024-04-29,Traffic Congestion,West Zone,Low,Traffic Department,1,Signal not working in West Zone,22,1,4,April,Sunday,14
CMP002918,2024-05-23,2024-06-04,Road Damage,West Zone,Low,Roads Department,3,Uneven road surface in West Zone,12,1,5,May,Thursday,21
CMP002919,2024-05-04,2024-05-06,Garbage Collection,South Zone,High,Sanitation Department,5,Missed garbage pickup in South Zone,2,3,5,May,Saturday,18
CMP002920,2024-06-15,2024-06-20,Road Damage,East Zone,Low,Roads Department,4,Road cracking in East Zone,5,1,6,June,Saturday,24
CMP002921,2024-03-26,2024-04-02,Water Supply,South Zone,Medium,Water Department,3,Low water pressure in South Zone,7,2,3,March,Tuesday,13
CMP002922,2024-03-16,2024-04-11,Drainage Problem,North Zone,Medium,Drainage Department,3,Sewage overflow in North Zone,26,2,3,March,Saturday,11
CMP002923,2024-12-09,2025-01-04,Garbage Collection,East Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in East Zone,26,1,12,December,Monday,50
CMP002924,2024-10-20,2024-11-13,Drainage Problem,Central Zone,High,Drainage Department,3,Drainage pipe broken in Central Zone,24,3,10,October,Sunday,42
CMP002925,2024-02-28,2024-03-11,Road Damage,South Zone,Medium,Roads Department,4,Road cracking in South Zone,12,2,2,February,Wednesday,9
CMP002926,2024-05-17,2024-06-02,Water Supply,South Zone,Medium,Water Department,3,Water supply irregular in South Zone,16,2,5,May,Friday,20
CMP002927,2024-04-08,2024-05-01,Garbage Collection,South Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in South Zone,23,1,4,April,Monday,15
CMP002928,2024-07-10,2024-07-18,Street Light Failure,South Zone,Medium,Electricity Department,4,Street light not working for a week in South Zone,8,2,7,July,Wednesday,28
CMP002929,2024-08-30,2024-09-27,Drainage Problem,East Zone,Low,Drainage Department,2,Sewage overflow in East Zone,28,1,8,August,Friday,35
CMP002930,2024-11-14,2024-11-23,Water Supply,West Zone,Medium,Water Department,4,No water since morning in West Zone,9,2,11,November,Thursday,46
CMP002931,2024-02-18,2024-03-04,Garbage Collection,North Zone,Medium,Sanitation Department,2,Missed garbage pickup in North Zone,15,2,2,February,Sunday,7
CMP002932,2024-02-01,2024-02-06,Road Damage,Central Zone,Low,Roads Department,4,Uneven road surface in Central Zone,5,1,2,February,Thursday,5
CMP002933,2024-10-03,2024-10-16,Traffic Congestion,North Zone,Medium,Traffic Department,2,Signal not working in North Zone,13,2,10,October,Thursday,40
CMP002934,2024-01-20,2024-01-25,Garbage Collection,Central Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in Central Zone,5,1,1,January,Saturday,3
CMP002935,2024-06-02,2024-06-13,Street Light Failure,Central Zone,High,Electricity Department,2,Street light not working for a week in Central Zone,11,3,6,June,Sunday,22
CMP002936,2024-03-08,2024-03-18,Road Damage,East Zone,Medium,Roads Department,3,Uneven road surface in East Zone,10,2,3,March,Friday,10
CMP002937,2024-08-01,2024-08-21,Water Supply,North Zone,Low,Water Department,1,No water since morning in North Zone,20,1,8,August,Thursday,31
CMP002938,2024-05-22,2024-06-04,Water Supply,East Zone,Low,Water Department,4,Low water pressure in East Zone,13,1,5,May,Wednesday,21
CMP002939,2024-08-19,2024-08-28,Garbage Collection,West Zone,High,Sanitation Department,3,Overflowing trash bins in West Zone,9,3,8,August,Monday,34
CMP002940,2024-07-31,2024-08-21,Traffic Congestion,Central Zone,Low,Traffic Department,1,Heavy traffic jam in Central Zone,21,1,7,July,Wednesday,31
CMP002941,2024-03-19,2024-04-02,Street Light Failure,East Zone,Low,Electricity Department,3,Street light not working for a week in East Zone,14,1,3,March,Tuesday,12
CMP002942,2024-08-01,2024-08-19,Road Damage,East Zone,Low,Roads Department,1,Large pothole on main road in East Zone,18,1,8,August,Thursday,31
CMP002943,2024-04-25,2024-05-10,Water Supply,West Zone,Low,Water Department,3,No water since morning in West Zone,15,1,4,April,Thursday,17
CMP002944,2024-04-01,2024-04-11,Water Supply,Central Zone,High,Water Department,3,Low water pressure in Central Zone,10,3,4,April,Monday,14
CMP002945,2024-09-26,2024-10-20,Traffic Congestion,West Zone,Medium,Traffic Department,2,Road blocked due to congestion in West Zone,24,2,9,September,Thursday,39
CMP002946,2024-06-16,2024-06-23,Water Supply,Central Zone,Low,Water Department,5,Low water pressure in Central Zone,7,1,6,June,Sunday,24
CMP002947,2024-02-27,2024-03-06,Road Damage,East Zone,Low,Roads Department,3,Road cracking in East Zone,8,1,2,February,Tuesday,9
CMP002948,2024-10-10,2024-11-07,Road Damage,West Zone,Low,Roads Department,3,Road cracking in West Zone,28,1,10,October,Thursday,41
CMP002949,2024-01-26,2024-01-29,Water Supply,West Zone,High,Water Department,5,Water supply irregular in West Zone,3,3,1,January,Friday,4
CMP002950,2024-03-06,2024-03-21,Garbage Collection,West Zone,Medium,Sanitation Department,2,Missed garbage pickup in West Zone,15,2,3,March,Wednesday,10
CMP002951,2024-09-04,2024-09-20,Garbage Collection,South Zone,Medium,Sanitation Department,2,Garbage not collected for 3 days in South Zone,16,2,9,September,Wednesday,36
CMP002952,2024-09-10,2024-09-14,Garbage Collection,East Zone,Medium,Sanitation Department,3,Garbage not collected for 3 days in East Zone,4,2,9,September,Tuesday,37
CMP002953,2024-02-13,2024-03-05,Traffic Congestion,East Zone,High,Traffic Department,1,Road blocked due to congestion in East Zone,21,3,2,February,Tuesday,7
CMP002954,2024-04-06,2024-04-12,Garbage Collection,South Zone,High,Sanitation Department,4,Garbage not collected for 3 days in South Zone,6,3,4,April,Saturday,14
CMP002955,2024-02-11,2024-02-12,Garbage Collection,South Zone,Low,Sanitation Department,5,Missed garbage pickup in South Zone,1,1,2,February,Sunday,6
CMP002956,2024-08-14,2024-08-18,Traffic Congestion,West Zone,High,Traffic Department,5,Heavy traffic jam in West Zone,4,3,8,August,Wednesday,33
CMP002957,2024-09-18,2024-09-29,Garbage Collection,East Zone,High,Sanitation Department,2,Garbage not collected for 3 days in East Zone,11,3,9,September,Wednesday,38
CMP002958,2024-06-15,2024-06-27,Street Light Failure,North Zone,Low,Electricity Department,3,Dark area at night in North Zone,12,1,6,June,Saturday,24
CMP002959,2024-10-05,2024-10-31,Water Supply,West Zone,High,Water Department,3,Water supply irregular in West Zone,26,3,10,October,Saturday,40
CMP002960,2024-03-29,2024-04-27,Garbage Collection,Central Zone,Medium,Sanitation Department,1,Garbage not collected for 3 days in Central Zone,29,2,3,March,Friday,13
CMP002961,2024-06-26,2024-07-01,Water Supply,East Zone,Medium,Water Department,4,Low water pressure in East Zone,5,2,6,June,Wednesday,26
CMP002962,2024-07-15,2024-08-07,Garbage Collection,North Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in North Zone,23,1,7,July,Monday,29
CMP002963,2024-11-02,2024-12-01,Drainage Problem,Central Zone,Medium,Drainage Department,2,Sewage overflow in Central Zone,29,2,11,November,Saturday,44
CMP002964,2024-09-23,2024-10-14,Road Damage,Central Zone,Low,Roads Department,1,Road cracking in Central Zone,21,1,9,September,Monday,39
CMP002965,2024-09-24,2024-10-10,Garbage Collection,South Zone,High,Sanitation Department,3,Missed garbage pickup in South Zone,16,3,9,September,Tuesday,39
CMP002966,2024-03-14,2024-03-27,Garbage Collection,North Zone,High,Sanitation Department,3,Missed garbage pickup in North Zone,13,3,3,March,Thursday,11
CMP002967,2024-01-08,2024-01-21,Water Supply,East Zone,Medium,Water Department,3,No water since morning in East Zone,13,2,1,January,Monday,2
CMP002968,2024-10-23,2024-11-09,Garbage Collection,West Zone,Medium,Sanitation Department,2,Garbage not collected for 3 days in West Zone,17,2,10,October,Wednesday,43
CMP002969,2024-06-12,2024-07-09,Garbage Collection,North Zone,Medium,Sanitation Department,2,Overflowing trash bins in North Zone,27,2,6,June,Wednesday,24
CMP002970,2024-03-25,2024-04-01,Road Damage,East Zone,Low,Roads Department,3,Uneven road surface in East Zone,7,1,3,March,Monday,13
CMP002971,2024-03-12,2024-03-20,Drainage Problem,East Zone,Medium,Drainage Department,4,Sewage overflow in East Zone,8,2,3,March,Tuesday,11
CMP002972,2024-02-24,2024-03-08,Water Supply,Central Zone,Medium,Water Department,2,Low water pressure in Central Zone,13,2,2,February,Saturday,8
CMP002973,2024-02-16,2024-03-10,Street Light Failure,East Zone,Low,Electricity Department,3,Dark area at night in East Zone,23,1,2,February,Friday,7
CMP002974,2024-08-25,2024-09-21,Drainage Problem,East Zone,Low,Drainage Department,2,Sewage overflow in East Zone,27,1,8,August,Sunday,34
CMP002975,2024-04-13,2024-04-29,Garbage Collection,Central Zone,Medium,Sanitation Department,1,Overflowing trash bins in Central Zone,16,2,4,April,Saturday,15
CMP002976,2024-07-28,2024-08-26,Traffic Congestion,South Zone,Low,Traffic Department,1,Road blocked due to congestion in South Zone,29,1,7,July,Sunday,30
CMP002977,2024-02-11,2024-02-15,Traffic Congestion,South Zone,High,Traffic Department,4,Signal not working in South Zone,4,3,2,February,Sunday,6
CMP002978,2024-11-11,2024-11-19,Water Supply,West Zone,Low,Water Department,3,Water supply irregular in West Zone,8,1,11,November,Monday,46
CMP002979,2024-09-24,2024-10-10,Public Safety,South Zone,Low,Police Department,3,Unsafe area at night in South Zone,16,1,9,September,Tuesday,39
CMP002980,2024-09-19,2024-10-10,Garbage Collection,West Zone,Medium,Sanitation Department,2,Overflowing trash bins in West Zone,21,2,9,September,Thursday,38
CMP002981,2024-12-01,2024-12-11,Garbage Collection,North Zone,Medium,Sanitation Department,3,Overflowing trash bins in North Zone,10,2,12,December,Sunday,48
CMP002982,2024-12-30,2025-01-24,Traffic Congestion,North Zone,Medium,Traffic Department,1,Road blocked due to congestion in North Zone,25,2,12,December,Monday,1
CMP002983,2024-09-15,2024-09-27,Water Supply,Central Zone,Medium,Water Department,4,Water supply irregular in Central Zone,12,2,9,September,Sunday,37
CMP002984,2024-10-09,2024-10-21,Water Supply,East Zone,Medium,Water Department,4,Water supply irregular in East Zone,12,2,10,October,Wednesday,41
CMP002985,2024-04-23,2024-05-19,Garbage Collection,West Zone,Medium,Sanitation Department,2,Overflowing trash bins in West Zone,26,2,4,April,Tuesday,17
CMP002986,2024-12-28,2025-01-02,Traffic Congestion,South Zone,Low,Traffic Department,3,Heavy traffic jam in South Zone,5,1,12,December,Saturday,52
CMP002987,2024-02-09,2024-02-25,Traffic Congestion,North Zone,Low,Traffic Department,2,Road blocked due to congestion in North Zone,16,1,2,February,Friday,6
CMP002988,2024-08-07,2024-08-08,Road Damage,West Zone,Low,Roads Department,5,Road cracking in West Zone,1,1,8,August,Wednesday,32
CMP002989,2024-05-08,2024-06-05,Public Safety,South Zone,Low,Police Department,2,Missing street signs in South Zone,28,1,5,May,Wednesday,19
CMP002990,2024-01-08,2024-01-17,Water Supply,East Zone,Low,Water Department,3,No water since morning in East Zone,9,1,1,January,Monday,2
CMP002991,2024-04-10,2024-04-22,Garbage Collection,North Zone,Low,Sanitation Department,4,Missed garbage pickup in North Zone,12,1,4,April,Wednesday,15
CMP002992,2024-06-24,2024-06-29,Street Light Failure,South Zone,High,Electricity Department,3,Faulty street lamp in South Zone,5,3,6,June,Monday,26
CMP002993,2024-04-16,2024-05-08,Traffic Congestion,West Zone,Low,Traffic Department,2,Heavy traffic jam in West Zone,22,1,4,April,Tuesday,16
CMP002994,2024-04-10,2024-04-30,Garbage Collection,West Zone,Low,Sanitation Department,1,Overflowing trash bins in West Zone,20,1,4,April,Wednesday,15
CMP002995,2024-09-16,2024-10-08,Garbage Collection,West Zone,High,Sanitation Department,1,Garbage not collected for 3 days in West Zone,22,3,9,September,Monday,38
CMP002996,2024-09-02,2024-09-30,Traffic Congestion,West Zone,Low,Traffic Department,3,Road blocked due to congestion in West Zone,28,1,9,September,Monday,36
CMP002997,2024-10-01,2024-10-25,Public Safety,East Zone,Low,Police Department,2,Missing street signs in East Zone,24,1,10,October,Tuesday,40
CMP002998,2024-02-01,2024-02-04,Street Light Failure,East Zone,Low,Electricity Department,5,Dark area at night in East Zone,3,1,2,February,Thursday,5
CMP002999,2024-05-16,2024-05-21,Garbage Collection,West Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in West Zone,5,1,5,May,Thursday,20
CMP003000,2024-01-12,2024-01-14,Public Safety,South Zone,Low,Police Department,5,Missing street signs in South Zone,2,1,1,January,Friday,2
CMP003001,2024-10-28,2024-11-11,Drainage Problem,South Zone,Low,Drainage Department,3,Sewage overflow in South Zone,14,1,10,October,Monday,44
CMP003002,2024-01-16,2024-01-18,Road Damage,Central Zone,High,Roads Department,4,Large pothole on main road in Central Zone,2,3,1,January,Tuesday,3
CMP003003,2024-05-08,2024-05-21,Traffic Congestion,North Zone,Low,Traffic Department,4,Road blocked due to congestion in North Zone,13,1,5,May,Wednesday,19
CMP003004,2024-03-03,2024-03-10,Traffic Congestion,North Zone,Low,Traffic Department,3,Road blocked due to congestion in North Zone,7,1,3,March,Sunday,9
CMP003005,2024-04-18,2024-04-28,Public Safety,East Zone,Medium,Police Department,3,Unsafe area at night in East Zone,10,2,4,April,Thursday,16
CMP003006,2024-01-21,2024-02-03,Drainage Problem,West Zone,Low,Drainage Department,3,Blocked drain causing water logging in West Zone,13,1,1,January,Sunday,3
CMP003007,2024-06-06,2024-06-22,Street Light Failure,East Zone,Low,Electricity Department,1,Faulty street lamp in East Zone,16,1,6,June,Thursday,23
CMP003008,2024-09-25,2024-10-21,Road Damage,South Zone,High,Roads Department,1,Road cracking in South Zone,26,3,9,September,Wednesday,39
CMP003009,2024-06-10,2024-06-24,Road Damage,Central Zone,High,Roads Department,4,Large pothole on main road in Central Zone,14,3,6,June,Monday,24
CMP003010,2024-09-16,2024-09-27,Street Light Failure,West Zone,Medium,Electricity Department,3,Street light not working for a week in West Zone,11,2,9,September,Monday,38
CMP003011,2024-04-11,2024-04-21,Traffic Congestion,West Zone,Low,Traffic Department,3,Road blocked due to congestion in West Zone,10,1,4,April,Thursday,15
CMP003012,2024-08-10,2024-08-16,Public Safety,North Zone,High,Police Department,4,Unsafe area at night in North Zone,6,3,8,August,Saturday,32
CMP003013,2024-02-28,2024-03-03,Road Damage,South Zone,Low,Roads Department,4,Road cracking in South Zone,4,1,2,February,Wednesday,9
CMP003014,2024-09-03,2024-09-24,Road Damage,South Zone,Low,Roads Department,2,Large pothole on main road in South Zone,21,1,9,September,Tuesday,36
CMP003015,2024-05-07,2024-05-08,Water Supply,North Zone,Low,Water Department,5,No water since morning in North Zone,1,1,5,May,Tuesday,19
CMP003016,2024-10-09,2024-10-16,Street Light Failure,North Zone,Medium,Electricity Department,3,Dark area at night in North Zone,7,2,10,October,Wednesday,41
CMP003017,2024-11-20,2024-12-14,Street Light Failure,South Zone,Low,Electricity Department,2,Dark area at night in South Zone,24,1,11,November,Wednesday,47
CMP003018,2024-01-25,2024-02-03,Garbage Collection,East Zone,Medium,Sanitation Department,3,Overflowing trash bins in East Zone,9,2,1,January,Thursday,4
CMP003019,2024-05-10,2024-05-18,Road Damage,West Zone,High,Roads Department,3,Road cracking in West Zone,8,3,5,May,Friday,19
CMP003020,2024-12-18,2024-12-23,Garbage Collection,West Zone,Low,Sanitation Department,4,Missed garbage pickup in West Zone,5,1,12,December,Wednesday,51
CMP003021,2024-07-14,2024-08-02,Garbage Collection,North Zone,Medium,Sanitation Department,2,Missed garbage pickup in North Zone,19,2,7,July,Sunday,28
CMP003022,2024-10-07,2024-10-17,Traffic Congestion,East Zone,Low,Traffic Department,2,Heavy traffic jam in East Zone,10,1,10,October,Monday,41
CMP003023,2024-06-02,2024-06-13,Garbage Collection,North Zone,Low,Sanitation Department,3,Missed garbage pickup in North Zone,11,1,6,June,Sunday,22
CMP003024,2024-05-12,2024-06-06,Water Supply,East Zone,Low,Water Department,1,No water since morning in East Zone,25,1,5,May,Sunday,19
CMP003025,2024-08-14,2024-08-29,Garbage Collection,East Zone,Medium,Sanitation Department,1,Garbage not collected for 3 days in East Zone,15,2,8,August,Wednesday,33
CMP003026,2024-07-07,2024-07-13,Garbage Collection,East Zone,Low,Sanitation Department,5,Missed garbage pickup in East Zone,6,1,7,July,Sunday,27
CMP003027,2024-09-21,2024-10-06,Traffic Congestion,Central Zone,High,Traffic Department,2,Road blocked due to congestion in Central Zone,15,3,9,September,Saturday,38
CMP003028,2024-05-13,2024-05-18,Road Damage,West Zone,High,Roads Department,4,Large pothole on main road in West Zone,5,3,5,May,Monday,20
CMP003029,2024-07-29,2024-08-27,Drainage Problem,West Zone,High,Drainage Department,1,Sewage overflow in West Zone,29,3,7,July,Monday,31
CMP003030,2024-02-29,2024-03-19,Water Supply,Central Zone,Low,Water Department,3,Water supply irregular in Central Zone,19,1,2,February,Thursday,9
CMP003031,2024-12-29,2025-01-20,Garbage Collection,West Zone,Low,Sanitation Department,1,Garbage not collected for 3 days in West Zone,22,1,12,December,Sunday,52
CMP003032,2024-12-29,2025-01-17,Water Supply,West Zone,Low,Water Department,2,No water since morning in West Zone,19,1,12,December,Sunday,52
CMP003033,2024-07-31,2024-08-10,Street Light Failure,East Zone,Medium,Electricity Department,3,Street light not working for a week in East Zone,10,2,7,July,Wednesday,31
CMP003034,2024-08-03,2024-08-15,Road Damage,East Zone,High,Roads Department,4,Large pothole on main road in East Zone,12,3,8,August,Saturday,31
CMP003035,2024-08-13,2024-09-04,Drainage Problem,West Zone,Medium,Drainage Department,3,Drainage pipe broken in West Zone,22,2,8,August,Tuesday,33
CMP003036,2024-05-10,2024-05-14,Road Damage,North Zone,Medium,Roads Department,4,Large pothole on main road in North Zone,4,2,5,May,Friday,19
CMP003037,2024-03-16,2024-04-03,Road Damage,West Zone,Low,Roads Department,3,Uneven road surface in West Zone,18,1,3,March,Saturday,11
CMP003038,2024-10-12,2024-10-28,Traffic Congestion,Central Zone,High,Traffic Department,2,Signal not working in Central Zone,16,3,10,October,Saturday,41
CMP003039,2024-10-03,2024-10-11,Public Safety,West Zone,Low,Police Department,4,Unsafe area at night in West Zone,8,1,10,October,Thursday,40
CMP003040,2024-06-04,2024-06-08,Water Supply,North Zone,Low,Water Department,5,Water supply irregular in North Zone,4,1,6,June,Tuesday,23
CMP003041,2024-09-04,2024-09-29,Garbage Collection,South Zone,High,Sanitation Department,2,Overflowing trash bins in South Zone,25,3,9,September,Wednesday,36
CMP003042,2024-08-05,2024-08-28,Street Light Failure,West Zone,Medium,Electricity Department,2,Faulty street lamp in West Zone,23,2,8,August,Monday,32
CMP003043,2024-07-08,2024-07-20,Road Damage,Central Zone,Low,Roads Department,3,Road cracking in Central Zone,12,1,7,July,Monday,28
CMP003044,2024-06-11,2024-06-13,Public Safety,South Zone,Low,Police Department,5,Suspicious activity in South Zone,2,1,6,June,Tuesday,24
CMP003045,2024-06-28,2024-07-02,Road Damage,West Zone,Low,Roads Department,3,Road cracking in West Zone,4,1,6,June,Friday,26
CMP003046,2024-02-03,2024-02-08,Garbage Collection,Central Zone,Medium,Sanitation Department,3,Missed garbage pickup in Central Zone,5,2,2,February,Saturday,5
CMP003047,2024-02-10,2024-02-13,Public Safety,North Zone,Low,Police Department,4,Missing street signs in North Zone,3,1,2,February,Saturday,6
CMP003048,2024-11-02,2024-11-11,Drainage Problem,West Zone,High,Drainage Department,4,Blocked drain causing water logging in West Zone,9,3,11,November,Saturday,44
CMP003049,2024-12-03,2025-01-01,Garbage Collection,South Zone,Low,Sanitation Department,1,Overflowing trash bins in South Zone,29,1,12,December,Tuesday,49
CMP003050,2024-11-09,2024-11-30,Drainage Problem,East Zone,Low,Drainage Department,1,Drainage pipe broken in East Zone,21,1,11,November,Saturday,45
CMP003051,2024-03-15,2024-04-02,Water Supply,East Zone,Low,Water Department,2,Water supply irregular in East Zone,18,1,3,March,Friday,11
CMP003052,2024-10-05,2024-10-16,Water Supply,West Zone,Low,Water Department,3,No water since morning in West Zone,11,1,10,October,Saturday,40
CMP003053,2024-06-24,2024-06-27,Drainage Problem,West Zone,Medium,Drainage Department,5,Blocked drain causing water logging in West Zone,3,2,6,June,Monday,26
CMP003054,2024-05-29,2024-06-23,Road Damage,East Zone,Medium,Roads Department,2,Road cracking in East Zone,25,2,5,May,Wednesday,22
CMP003055,2024-09-29,2024-10-22,Garbage Collection,Central Zone,Low,Sanitation Department,1,Garbage not collected for 3 days in Central Zone,23,1,9,September,Sunday,39
CMP003056,2024-11-20,2024-11-22,Water Supply,West Zone,Medium,Water Department,5,Water supply irregular in West Zone,2,2,11,November,Wednesday,47
CMP003057,2024-04-17,2024-04-26,Street Light Failure,West Zone,High,Electricity Department,2,Dark area at night in West Zone,9,3,4,April,Wednesday,16
CMP003058,2024-05-18,2024-06-01,Garbage Collection,East Zone,Low,Sanitation Department,4,Overflowing trash bins in East Zone,14,1,5,May,Saturday,20
CMP003059,2024-12-15,2024-12-19,Road Damage,North Zone,Low,Roads Department,3,Road cracking in North Zone,4,1,12,December,Sunday,50
CMP003060,2024-09-27,2024-10-26,Street Light Failure,East Zone,Low,Electricity Department,2,Dark area at night in East Zone,29,1,9,September,Friday,39
CMP003061,2024-12-12,2024-12-21,Water Supply,Central Zone,Medium,Water Department,2,No water since morning in Central Zone,9,2,12,December,Thursday,50
CMP003062,2024-10-15,2024-10-28,Street Light Failure,North Zone,Low,Electricity Department,4,Dark area at night in North Zone,13,1,10,October,Tuesday,42
CMP003063,2024-07-30,2024-08-17,Drainage Problem,Central Zone,Low,Drainage Department,1,Sewage overflow in Central Zone,18,1,7,July,Tuesday,31
CMP003064,2024-09-28,2024-10-13,Road Damage,West Zone,Medium,Roads Department,1,Road cracking in West Zone,15,2,9,September,Saturday,39
