complaint_id,date_complaint,date_resolved,category,zone,department,priority,citizen_satisfaction,resolution_delay
C02204,2024-09-27,2024-10-14,Road,South,Traffic Dept,Low,5,17
C02205,2024-01-10,2024-01-15,Garbage,East,Roads Dept,Low,4,5
C02206,2024-04-30,2024-05-11,Traffic,South,Drainage Dept,Low,3,11
C02207,2024-05-04,2024-05-11,Safety,North,Drainage Dept,Low,3,7
C02208,2024-06-18,2024-07-17,Lights,East,Drainage Dept,High,5,29
C02209,2024-03-12,2024-03-22,Water,East,Sanitation,Medium,5,10
C02210,2024-05-31,2024-06-17,Traffic,West,Roads Dept,Low,3,17
C02211,2024-07-26,2024-08-10,Garbage,Central,Roads Dept,Low,5,15
C02212,2024-02-18,2024-03-07,Garbage,West,Water Dept,Medium,5,18
C02213,2024-06-02,2024-06-25,Garbage,East,Electric Dept,Low,5,23
C02214,2024-12-12,2025-01-03,Garbage,East,Drainage Dept,Low,5,22
C02215,2024-10-19,2024-11-07,Water,Central,Electric Dept,Medium,1,19
C02216,2024-03-08,2024-04-03,Road,South,Water Dept,High,3,26
C02217,2024-02-19,2024-02-21,Drainage,Central,Roads Dept,Low,3,2
C02218,2024-05-31,2024-06-26,Lights,West,Water Dept,Medium,2,26
C02219,2024-01-19,2024-01-23,Water,South,Traffic Dept,Low,4,4
C02220,2024-04-09,2024-04-12,Garbage,West,Water Dept,Medium,2,3
C02221,2024-02-29,2024-03-07,Water,Central,Water Dept,Medium,5,7
C02222,2024-06-15,2024-07-09,Traffic,South,Safety Dept,High,5,24
C02223,2024-07-20,2024-08-07,Drainage,Central,Traffic Dept,Medium,1,18
C02224,2024-12-10,2024-12-20,Garbage,North,Safety Dept,Low,1,10
C02225,2024-05-25,2024-06-01,Lights,East,Electric Dept,Low,1,7
C02226,2024-06-12,2024-06-20,Garbage,South,Traffic Dept,Low,1,8
C02227,2024-08-29,2024-09-04,Drainage,East,Sanitation,Medium,1,6
C02228,2024-03-09,2024-03-31,Lights,North,Water Dept,High,1,22
C02229,2024-06-23,2024-07-19,Drainage,South,Water Dept,Medium,1,26
C02230,2024-02-18,2024-02-19,Lights,East,Safety Dept,Medium,1,1
C02231,2024-04-17,2024-04-21,Road,East,Electric Dept,Low,1,4
C02232,2024-08-13,2024-08-27,Safety,South,Safety Dept,Low,3,14
C02233,2024-06-09,2024-06-26,Road,East,Roads Dept,Low,1,17
C02234,2024-04-28,2024-05-18,Water,East,Traffic Dept,Low,4,20
C02235,2024-05-28,2024-06-15,Water,South,Roads Dept,Low,1,18
C02236,2024-05-29,2024-06-09,Lights,East,Sanitation,Medium,5,11
C02237,2024-10-19,2024-11-17,Garbage,East,Traffic Dept,Low,5,29
C02238,2024-05-22,2024-06-12,Safety,West,Sanitation,Medium,1,21
C02239,2024-06-08,2024-07-04,Traffic,West,Sanitation,Medium,1,26
C02240,2024-01-11,2024-01-25,Traffic,North,Sanitation,Low,5,14
C02241,2024-05-17,2024-05-26,Garbage,West,Drainage Dept,Medium,4,9
C02242,2024-03-18,2024-04-14,Garbage,West,Traffic Dept,Low,2,27
C02243,2024-03-17,2024-04-01,Road,North,Traffic Dept,Low,3,15
C02244,2024-09-10,2024-09-22,Traffic,East,Drainage Dept,Low,5,12
C02245,2024-09-14,2024-09-24,Lights,East,Electric Dept,Low,1,10
C02246,2024-11-15,2024-12-04,Drainage,West,Drainage Dept,Medium,3,19
C02247,2024-10-17,2024-11-10,Water,North,Water Dept,High,1,24
C02248,2024-09-19,2024-10-08,Drainage,East,Roads Dept,Low,2,19
C02249,2024-03-25,2024-03-31,Road,Central,Roads Dept,Low,2,6
C02250,2024-05-25,2024-06-14,Traffic,South,Sanitation,Low,5,20
C02251,2024-11-18,2024-12-12,Safety,South,Traffic Dept,Medium,3,24
C02252,2024-02-11,2024-03-09,Garbage,South,Traffic Dept,Low,3,27
C02253,2024-05-04,2024-05-10,Safety,West,Sanitation,Medium,2,6
C02254,2024-06-15,2024-06-23,Safety,South,Water Dept,Medium,1,8
C02255,2024-08-28,2024-08-29,Traffic,South,Roads Dept,Low,5,1
C02256,2024-10-06,2024-10-28,Lights,Central,Drainage Dept,High,4,22
C02257,2024-07-06,2024-07-23,Road,East,Electric Dept,Low,2,17
C02258,2024-10-28,2024-11-14,Garbage,Central,Safety Dept,High,2,17
C02259,2024-01-19,2024-02-12,Drainage,West,Water Dept,Low,5,24
C02260,2024-03-08,2024-03-23,Lights,South,Traffic Dept,Low,1,15
C02261,2024-08-05,2024-08-12,Drainage,East,Safety Dept,Medium,3,7
C02262,2024-04-11,2024-04-30,Water,South,Sanitation,Medium,2,19
C02263,2024-02-11,2024-03-04,Road,South,Roads Dept,High,5,22
C02264,2024-10-14,2024-11-08,Lights,West,Safety Dept,Low,5,25
C02265,2024-06-15,2024-07-08,Lights,South,Sanitation,High,5,23
C02266,2024-04-18,2024-05-16,Drainage,North,Traffic Dept,Low,3,28
C02267,2024-02-05,2024-02-08,Garbage,East,Sanitation,Low,2,3
C02268,2024-08-19,2024-09-17,Water,East,Drainage Dept,Low,5,29
C02269,2024-08-16,2024-09-07,Drainage,North,Safety Dept,Medium,3,22
C02270,2024-12-18,2024-12-29,Lights,West,Safety Dept,Medium,1,11
C02271,2024-06-12,2024-07-02,Road,South,Roads Dept,Low,4,20
C02272,2024-03-13,2024-04-11,Lights,South,Sanitation,Low,2,29
C02273,2024-05-15,2024-06-03,Traffic,East,Roads Dept,Low,3,19
C02274,2024-12-18,2024-12-27,Road,West,Safety Dept,Low,4,9
C02275,2024-03-10,2024-03-20,Road,West,Sanitation,Low,4,10
C02276,2024-07-14,2024-07-16,Lights,West,Sanitation,Medium,3,2
C02277,2024-09-25,2024-09-26,Garbage,South,Roads Dept,Medium,3,1
C02278,2024-02-18,2024-03-05,Road,West,Drainage Dept,High,3,16
C02279,2024-11-11,2024-11-29,Traffic,North,Sanitation,Low,5,18
C02280,2024-05-09,2024-06-01,Drainage,Central,Drainage Dept,Low,1,23
C02281,2024-01-05,2024-01-31,Garbage,West,Water Dept,Low,5,26
C02282,2024-01-27,2024-02-13,Garbage,Central,Electric Dept,Medium,4,17
C02283,2024-06-08,2024-06-14,Garbage,South,Water Dept,Low,4,6
C02284,2024-05-28,2024-06-11,Road,West,Electric Dept,High,4,14
C02285,2024-09-20,2024-10-13,Garbage,East,Water Dept,Medium,3,23
C02286,2024-08-17,2024-09-11,Lights,South,Electric Dept,Low,2,25
C02287,2024-07-18,2024-08-02,Garbage,North,Sanitation,Low,5,15
C02288,2024-02-19,2024-03-04,Traffic,North,Roads Dept,Medium,2,14
C02289,2024-03-07,2024-03-31,Water,Central,Roads Dept,Medium,1,24
C02290,2024-10-26,2024-11-17,Traffic,Central,Traffic Dept,Low,1,22
C02291,2024-02-27,2024-03-01,Road,East,Electric Dept,Low,5,3
C02292,2024-09-15,2024-10-09,Garbage,East,Traffic Dept,Medium,4,24
C02293,2024-12-07,2024-12-30,Garbage,North,Drainage Dept,Medium,1,23
C02294,2024-11-21,2024-12-10,Lights,West,Drainage Dept,Low,2,19
C02295,2024-05-09,2024-06-03,Drainage,North,Traffic Dept,Low,2,25
C02296,2024-08-02,2024-08-14,Garbage,North,Electric Dept,Low,3,12
C02297,2024-06-20,2024-06-22,Safety,East,Roads Dept,High,4,2
C02298,2024-09-14,2024-09-17,Traffic,Central,Electric Dept,Low,3,3
C02299,2024-04-11,2024-04-29,Road,East,Drainage Dept,Medium,5,18
C02300,2024-07-27,2024-08-25,Water,East,Sanitation,Medium,1,29
C02301,2024-10-17,2024-10-18,Garbage,East,Traffic Dept,Low,3,1
C02302,2024-12-19,2025-01-08,Water,North,Traffic Dept,Medium,3,20
C02303,2024-10-12,2024-11-02,Garbage,West,Drainage Dept,Low,5,21
C02304,2024-04-25,2024-05-24,Road,North,Electric Dept,Medium,2,29
C02305,2024-09-20,2024-09-26,Drainage,South,Traffic Dept,Medium,2,6
C02306,2024-05-29,2024-06-03,Traffic,East,Roads Dept,Low,5,5
C02307,2024-10-26,2024-10-27,Road,East,Traffic Dept,Low,2,1
C02308,2024-02-05,2024-02-24,Water,South,Electric Dept,Medium,5,19
C02309,2024-11-28,2024-11-29,Garbage,East,Drainage Dept,Low,2,1
C02310,2024-10-13,2024-11-09,Water,East,Roads Dept,Low,5,27
C02311,2024-10-29,2024-11-19,Traffic,East,Roads Dept,Low,2,21
C02312,2024-11-06,2024-11-27,Safety,South,Traffic Dept,High,3,21
C02313,2024-07-26,2024-08-11,Road,North,Electric Dept,Medium,3,16
C02314,2024-04-15,2024-04-27,Water,East,Traffic Dept,Medium,2,12
C02315,2024-06-06,2024-07-03,Water,West,Safety Dept,Low,5,27
C02316,2024-04-30,2024-05-29,Traffic,South,Sanitation,Low,3,29
C02317,2024-02-24,2024-03-17,Safety,Central,Drainage Dept,Low,1,22
C02318,2024-01-12,2024-01-20,Garbage,South,Safety Dept,Low,2,8
C02319,2024-05-24,2024-06-19,Safety,North,Sanitation,Medium,1,26
C02320,2024-05-15,2024-05-31,Water,South,Roads Dept,Medium,1,16
C02321,2024-01-03,2024-01-31,Traffic,Central,Traffic Dept,Low,4,28
C02322,2024-05-23,2024-05-24,Garbage,West,Sanitation,Medium,1,1
C02323,2024-01-30,2024-02-03,Safety,Central,Water Dept,Low,1,4
C02324,2024-08-24,2024-09-03,Safety,South,Sanitation,Low,4,10
C02325,2024-10-05,2024-10-16,Safety,Central,Traffic Dept,High,4,11
C02326,2024-12-13,2024-12-30,Drainage,South,Traffic Dept,Medium,4,17
C02327,2024-04-24,2024-05-19,Garbage,West,Drainage Dept,Medium,5,25
C02328,2024-04-13,2024-05-10,Safety,West,Sanitation,Low,4,27
C02329,2024-04-27,2024-05-20,Drainage,North,Traffic Dept,Low,5,23
C02330,2024-01-05,2024-01-12,Road,West,Traffic Dept,Low,2,7
C02331,2024-12-25,2025-01-06,Traffic,East,Safety Dept,High,5,12
C02332,2024-09-04,2024-09-25,Safety,Central,Drainage Dept,Medium,2,21
C02333,2024-12-29,2025-01-05,Garbage,Central,Safety Dept,Low,4,7
C02334,2024-11-16,2024-11-28,Drainage,South,Drainage Dept,High,4,12
C02335,2024-04-30,2024-05-15,Drainage,West,Drainage Dept,Low,2,15
C02336,2024-10-12,2024-10-14,Road,North,Safety Dept,Medium,3,2
C02337,2024-05-28,2024-06-11,Lights,North,Drainage Dept,Low,5,14
C02338,2024-03-24,2024-04-06,Traffic,North,Water Dept,Low,1,13
C02339,2024-08-18,2024-08-22,Lights,East,Roads Dept,Low,4,4
C02340,2024-10-14,2024-10-28,Garbage,West,Traffic Dept,Low,5,14
C02341,2024-06-09,2024-06-23,Traffic,North,Electric Dept,Medium,5,14
C02342,2024-09-28,2024-10-14,Road,East,Drainage Dept,Medium,4,16
C02343,2024-02-07,2024-02-14,Garbage,Central,Roads Dept,Medium,2,7
C02344,2024-08-13,2024-09-01,Traffic,South,Drainage Dept,High,4,19
C02345,2024-05-21,2024-05-23,Traffic,West,Roads Dept,Low,5,2
C02346,2024-10-18,2024-10-28,Lights,West,Electric Dept,High,3,10
C02347,2024-05-30,2024-06-17,Garbage,Central,Sanitation,High,2,18
C02348,2024-04-23,2024-05-22,Road,West,Water Dept,Low,4,29
C02349,2024-08-24,2024-09-10,Road,West,Traffic Dept,Low,1,17
C02350,2024-03-06,2024-03-11,Garbage,West,Sanitation,Medium,4,5
C02351,2024-12-26,2025-01-07,Garbage,West,Safety Dept,Low,5,12
C02352,2024-12-06,2024-12-12,Drainage,East,Electric Dept,Medium,5,6
C02353,2024-09-14,2024-10-06,Water,East,Water Dept,Low,1,22
C02354,2024-09-05,2024-09-14,Lights,South,Water Dept,Medium,2,9
C02355,2024-11-26,2024-12-16,Garbage,West,Water Dept,Medium,5,20
C02356,2024-11-18,2024-11-19,Garbage,Central,Electric Dept,Low,2,1
C02357,2024-06-28,2024-07-20,Water,North,Drainage Dept,Low,2,22
C02358,2024-07-08,2024-07-23,Water,South,Drainage Dept,Low,4,15
C02359,2024-06-02,2024-06-23,Traffic,North,Safety Dept,Low,2,21
C02360,2024-07-14,2024-08-09,Safety,North,Drainage Dept,High,5,26
C02361,2024-11-06,2024-11-12,Road,West,Sanitation,Low,5,6
C02362,2024-09-18,2024-10-07,Lights,Central,Traffic Dept,Medium,3,19
C02363,2024-05-22,2024-06-09,Traffic,North,Water Dept,Low,2,18
C02364,2024-12-07,2024-12-13,Garbage,North,Safety Dept,Medium,3,6
C02365,2024-11-11,2024-11-24,Water,South,Safety Dept,High,4,13
C02366,2024-04-10,2024-04-11,Drainage,Central,Water Dept,Low,3,1
C02367,2024-08-31,2024-09-23,Road,Central,Sanitation,High,2,23
C02368,2024-01-12,2024-02-04,Traffic,North,Drainage Dept,Medium,5,23
C02369,2024-08-26,2024-09-21,Drainage,Central,Water Dept,Low,4,26
C02370,2024-02-18,2024-03-02,Road,South,Water Dept,High,2,13
C02371,2024-02-11,2024-02-18,Safety,South,Electric Dept,Low,4,7
C02372,2024-06-14,2024-06-29,Safety,South,Roads Dept,Low,1,15
C02373,2024-03-22,2024-04-03,Drainage,West,Safety Dept,Medium,2,12
C02374,2024-10-17,2024-11-13,Water,North,Sanitation,Medium,1,27
C02375,2024-06-06,2024-07-02,Traffic,Central,Sanitation,Medium,3,26
C02376,2024-08-03,2024-08-04,Traffic,South,Drainage Dept,Low,2,1
C02377,2024-06-06,2024-06-21,Safety,North,Sanitation,High,1,15
C02378,2024-05-13,2024-05-17,Road,North,Drainage Dept,Medium,5,4
C02379,2024-03-07,2024-03-20,Drainage,West,Electric Dept,High,3,13
C02380,2024-12-01,2024-12-24,Water,Central,Electric Dept,Low,2,23
C02381,2024-01-07,2024-02-03,Garbage,Central,Traffic Dept,Medium,2,27
C02382,2024-01-14,2024-02-08,Traffic,South,Drainage Dept,High,5,25
C02383,2024-03-13,2024-03-18,Garbage,South,Safety Dept,Low,5,5
C02384,2024-06-11,2024-07-10,Water,North,Electric Dept,High,1,29
C02385,2024-03-06,2024-03-08,Safety,Central,Drainage Dept,Low,1,2
C02386,2024-12-12,2025-01-04,Traffic,Central,Safety Dept,Low,1,23
C02387,2024-05-09,2024-06-04,Traffic,South,Safety Dept,High,4,26
C02388,2024-07-24,2024-07-25,Drainage,East,Sanitation,High,3,1
C02389,2024-10-02,2024-10-18,Garbage,North,Traffic Dept,Low,2,16
C02390,2024-09-12,2024-10-05,Safety,Central,Roads Dept,Low,3,23
C02391,2024-09-22,2024-09-28,Drainage,West,Water Dept,Medium,5,6
C02392,2024-01-25,2024-02-17,Lights,West,Water Dept,High,3,23
C02393,2024-10-07,2024-10-23,Garbage,East,Traffic Dept,Medium,3,16
C02394,2024-09-09,2024-09-23,Garbage,South,Drainage Dept,Medium,1,14
C02395,2024-11-05,2024-12-04,Lights,South,Drainage Dept,Medium,5,29
C02396,2024-10-15,2024-11-10,Water,South,Drainage Dept,Low,3,26
C02397,2024-06-12,2024-06-15,Water,West,Roads Dept,High,2,3
C02398,2024-04-04,2024-04-19,Traffic,South,Safety Dept,Low,1,15
C02399,2024-09-26,2024-09-29,Road,West,Water Dept,Medium,3,3
C02400,2024-11-16,2024-12-09,Drainage,East,Traffic Dept,Low,5,23
C02401,2024-04-19,2024-05-18,Road,North,Drainage Dept,Low,2,29
C02402,2024-12-01,2024-12-03,Traffic,Central,Electric Dept,Medium,5,2
C02403,2024-11-05,2024-11-06,Road,East,Sanitation,High,5,1
C02404,2024-08-25,2024-09-03,Garbage,West,Roads Dept,Medium,5,9
C02405,2024-01-25,2024-02-03,Garbage,East,Drainage Dept,Medium,4,9
C02406,2024-05-20,2024-06-12,Lights,Central,Water Dept,Low,2,23
C02407,2024-04-26,2024-05-03,Lights,North,Sanitation,High,5,7
C02408,2024-01-25,2024-01-28,Traffic,Central,Traffic Dept,Low,4,3
C02409,2024-03-19,2024-04-14,Traffic,West,Drainage Dept,Low,1,26
C02410,2024-03-08,2024-03-26,Safety,Central,Water Dept,Low,4,18
C02411,2024-06-21,2024-07-02,Traffic,East,Sanitation,Medium,1,11
C02412,2024-01-12,2024-01-19,Garbage,South,Electric Dept,High,4,7
C02413,2024-10-14,2024-10-23,Road,East,Roads Dept,Medium,5,9
C02414,2024-05-07,2024-05-08,Drainage,West,Traffic Dept,Low,4,1
C02415,2024-04-05,2024-05-04,Safety,North,Water Dept,Low,4,29
C02416,2024-04-01,2024-04-15,Safety,Central,Safety Dept,Medium,5,14
C02417,2024-05-20,2024-06-09,Safety,North,Electric Dept,Low,1,20
C02418,2024-01-31,2024-02-06,Traffic,West,Roads Dept,Low,5,6
C02419,2024-11-29,2024-12-06,Traffic,Central,Roads Dept,Medium,2,7
C02420,2024-01-20,2024-01-30,Garbage,East,Safety Dept,High,4,10
C02421,2024-05-25,2024-06-01,Drainage,East,Electric Dept,Low,2,7
C02422,2024-11-11,2024-12-07,Garbage,West,Water Dept,Low,5,26
C02423,2024-06-08,2024-06-10,Drainage,Central,Roads Dept,High,5,2
C02424,2024-12-14,2024-12-18,Garbage,East,Traffic Dept,Medium,3,4
C02425,2024-02-12,2024-03-04,Road,West,Sanitation,High,2,21
C02426,2024-09-10,2024-10-08,Traffic,West,Traffic Dept,Low,3,28
C02427,2024-05-09,2024-05-26,Water,North,Drainage Dept,Low,2,17
C02428,2024-02-29,2024-03-01,Water,East,Roads Dept,High,3,1
C02429,2024-05-30,2024-06-09,Traffic,Central,Sanitation,Low,3,10
C02430,2024-10-13,2024-11-01,Safety,East,Electric Dept,Medium,2,19
C02431,2024-01-05,2024-01-20,Traffic,East,Sanitation,Low,5,15
C02432,2024-09-22,2024-10-02,Traffic,East,Sanitation,Medium,1,10
C02433,2024-12-10,2024-12-29,Traffic,West,Safety Dept,High,5,19
C02434,2024-05-09,2024-05-21,Safety,South,Sanitation,Low,1,12
C02435,2024-09-23,2024-10-17,Drainage,South,Roads Dept,High,2,24
C02436,2024-06-26,2024-07-12,Road,North,Safety Dept,Low,4,16
C02437,2024-09-09,2024-09-18,Water,East,Safety Dept,High,5,9
C02438,2024-02-25,2024-03-11,Lights,South,Drainage Dept,Low,3,15
C02439,2024-03-23,2024-04-19,Water,North,Drainage Dept,Low,5,27
C02440,2024-04-08,2024-05-06,Water,West,Safety Dept,Low,2,28
C02441,2024-05-28,2024-06-14,Safety,East,Safety Dept,Medium,4,17
C02442,2024-11-24,2024-12-08,Garbage,Central,Water Dept,High,4,14
C02443,2024-06-04,2024-07-01,Traffic,West,Drainage Dept,Low,5,27
C02444,2024-07-08,2024-07-26,Traffic,North,Roads Dept,Medium,5,18
C02445,2024-09-19,2024-10-15,Traffic,West,Water Dept,High,5,26
C02446,2024-03-20,2024-03-22,Garbage,Central,Electric Dept,High,2,2
C02447,2024-09-08,2024-09-12,Safety,West,Electric Dept,Medium,1,4
C02448,2024-04-06,2024-04-24,Road,North,Electric Dept,High,1,18
C02449,2024-09-16,2024-09-23,Road,Central,Electric Dept,Medium,3,7
C02450,2024-09-16,2024-09-29,Safety,Central,Electric Dept,Low,2,13
C02451,2024-04-12,2024-04-27,Lights,West,Traffic Dept,Low,4,15
C02452,2024-02-09,2024-03-05,Road,Central,Safety Dept,High,3,25
C02453,2024-09-29,2024-10-22,Safety,West,Roads Dept,Low,4,23
C02454,2024-04-10,2024-05-08,Road,East,Water Dept,Low,4,28
C02455,2024-12-24,2025-01-15,Traffic,Central,Electric Dept,High,5,22
C02456,2024-11-03,2024-11-29,Drainage,West,Traffic Dept,Low,4,26
C02457,2024-08-08,2024-08-09,Safety,East,Drainage Dept,High,4,1
C02458,2024-11-03,2024-11-14,Water,Central,Traffic Dept,High,2,11
C02459,2024-05-03,2024-05-13,Road,East,Traffic Dept,High,5,10
C02460,2024-08-18,2024-09-12,Road,Central,Roads Dept,Low,5,25
C02461,2024-06-26,2024-07-01,Garbage,North,Electric Dept,Low,3,5
C02462,2024-03-03,2024-03-19,Lights,North,Traffic Dept,High,5,16
C02463,2024-04-25,2024-05-06,Drainage,West,Safety Dept,Low,1,11
C02464,2024-07-09,2024-07-30,Garbage,South,Traffic Dept,Medium,2,21
C02465,2024-03-02,2024-03-08,Traffic,North,Electric Dept,Medium,3,6
C02466,2024-09-12,2024-09-21,Water,South,Roads Dept,Low,1,9
C02467,2024-01-07,2024-01-20,Lights,East,Traffic Dept,High,4,13
C02468,2024-06-03,2024-06-27,Garbage,East,Water Dept,Medium,1,24
C02469,2024-04-01,2024-04-09,Safety,South,Sanitation,Low,3,8
C02470,2024-01-14,2024-01-28,Road,West,Drainage Dept,Low,5,14
C02471,2024-08-16,2024-09-09,Road,Central,Sanitation,Low,2,24
C02472,2024-03-26,2024-03-27,Lights,South,Sanitation,Low,3,1
C02473,2024-05-12,2024-05-29,Road,South,Roads Dept,Medium,1,17
C02474,2024-07-01,2024-07-25,Safety,South,Traffic Dept,Low,1,24
C02475,2024-03-02,2024-03-07,Garbage,South,Sanitation,Low,3,5
C02476,2024-08-06,2024-08-31,Garbage,South,Sanitation,High,3,25
C02477,2024-09-02,2024-09-04,Road,West,Drainage Dept,Medium,3,2
C02478,2024-08-17,2024-09-11,Road,North,Electric Dept,Low,5,25
C02479,2024-03-19,2024-04-16,Traffic,Central,Safety Dept,High,3,28
C02480,2024-05-28,2024-06-21,Water,North,Safety Dept,Low,4,24
C02481,2024-05-17,2024-05-26,Lights,South,Traffic Dept,High,2,9
C02482,2024-11-09,2024-11-13,Garbage,North,Traffic Dept,Medium,2,4
C02483,2024-03-05,2024-03-22,Lights,West,Drainage Dept,Medium,4,17
C02484,2024-01-13,2024-01-30,Traffic,East,Electric Dept,Medium,1,17
C02485,2024-07-31,2024-08-21,Garbage,North,Traffic Dept,Medium,1,21
C02486,2024-08-29,2024-09-16,Traffic,Central,Safety Dept,High,1,18
C02487,2024-07-31,2024-08-16,Traffic,West,Safety Dept,High,1,16
C02488,2024-06-29,2024-07-07,Drainage,East,Water Dept,Low,5,8
C02489,2024-12-03,2024-12-29,Road,West,Drainage Dept,Low,4,26
C02490,2024-06-21,2024-07-02,Safety,South,Roads Dept,High,2,11
C02491,2024-06-08,2024-06-29,Drainage,East,Electric Dept,Medium,4,21
C02492,2024-06-12,2024-07-03,Lights,Central,Drainage Dept,High,2,21
C02493,2024-07-06,2024-07-24,Safety,East,Sanitation,Medium,1,18
C02494,2024-07-09,2024-08-01,Lights,Central,Traffic Dept,Medium,5,23
C02495,2024-11-03,2024-12-02,Road,South,Water Dept,Low,3,29
C02496,2024-09-12,2024-10-06,Safety,Central,Safety Dept,Low,3,24
C02497,2024-07-01,2024-07-11,Drainage,West,Water Dept,Medium,1,10
C02498,2024-04-26,2024-05-09,Lights,North,Roads Dept,Medium,1,13
C02499,2024-10-08,2024-10-25,Drainage,West,Drainage Dept,Medium,4,17
C02500,2024-07-14,2024-08-01,Road,West,Water Dept,Medium,5,18
C02501,2024-02-03,2024-02-13,Safety,East,Drainage Dept,Medium,5,10
C02502,2024-02-21,2024-03-08,Safety,South,Traffic Dept,High,4,16
C02503,2024-04-21,2024-05-11,Garbage,North,Traffic Dept,Low,5,20
C02504,2024-09-08,2024-09-13,Traffic,Central,Safety Dept,Medium,5,5
C02505,2024-03-22,2024-04-04,Traffic,East,Water Dept,Low,3,13
C02506,2024-08-19,2024-09-06,Drainage,South,Traffic Dept,Low,5,18
C02507,2024-08-14,2024-08-31,Safety,North,Drainage Dept,Low,1,17
C02508,2024-08-20,2024-08-29,Lights,West,Safety Dept,Low,3,9
C02509,2024-08-08,2024-08-22,Drainage,South,Traffic Dept,Low,1,14
C02510,2024-02-11,2024-02-28,Drainage,South,Safety Dept,Low,1,17
C02511,2024-01-21,2024-02-19,Water,South,Sanitation,Low,4,29
C02512,2024-02-11,2024-02-15,Safety,West,Drainage Dept,High,5,4
C02513,2024-04-22,2024-05-10,Traffic,Central,Safety Dept,Low,5,18
C02514,2024-04-14,2024-05-11,Safety,East,Electric Dept,Medium,5,27
C02515,2024-07-10,2024-07-30,Road,Central,Traffic Dept,Medium,5,20
C02516,2024-01-17,2024-02-10,Drainage,North,Traffic Dept,Low,3,24
C02517,2024-04-29,2024-05-23,Water,East,Drainage Dept,Low,2,24
C02518,2024-05-08,2024-05-23,Water,North,Roads Dept,Low,1,15
C02519,2024-05-09,2024-05-20,Traffic,West,Electric Dept,Medium,2,11
C02520,2024-02-29,2024-03-12,Traffic,Central,Safety Dept,Low,2,12
C02521,2024-02-17,2024-02-26,Traffic,South,Electric Dept,Low,2,9
C02522,2024-01-29,2024-02-11,Road,East,Safety Dept,Low,3,13
C02523,2024-04-06,2024-04-21,Water,South,Electric Dept,Medium,2,15
C02524,2024-01-10,2024-02-06,Lights,North,Water Dept,Medium,3,27
C02525,2024-08-29,2024-09-13,Road,South,Sanitation,Low,4,15
C02526,2024-11-09,2024-12-07,Garbage,South,Sanitation,Low,4,28
C02527,2024-08-19,2024-08-24,Drainage,West,Roads Dept,Low,4,5
C02528,2024-10-03,2024-10-26,Traffic,West,Electric Dept,Low,3,23
C02529,2024-10-10,2024-10-29,Water,Central,Electric Dept,Low,3,19
C02530,2024-07-21,2024-08-16,Drainage,North,Traffic Dept,Medium,1,26
C02531,2024-09-03,2024-09-23,Safety,West,Safety Dept,Medium,2,20
C02532,2024-10-16,2024-11-11,Road,West,Drainage Dept,Medium,5,26
C02533,2024-09-20,2024-10-15,Garbage,Central,Water Dept,Medium,5,25
C02534,2024-08-01,2024-08-27,Safety,East,Water Dept,Low,2,26
C02535,2024-07-18,2024-08-13,Road,Central,Roads Dept,Low,5,26
C02536,2024-03-19,2024-04-02,Road,South,Sanitation,Low,5,14
C02537,2024-12-08,2025-01-05,Lights,South,Electric Dept,Medium,5,28
C02538,2024-12-09,2024-12-26,Drainage,West,Drainage Dept,Low,3,17
C02539,2024-06-21,2024-07-09,Lights,West,Roads Dept,High,3,18
C02540,2024-03-09,2024-03-30,Road,Central,Safety Dept,Medium,3,21
C02541,2024-03-27,2024-03-30,Garbage,Central,Water Dept,Low,2,3
C02542,2024-04-10,2024-04-12,Water,North,Water Dept,Medium,4,2
C02543,2024-01-08,2024-01-09,Water,South,Water Dept,Low,5,1
C02544,2024-11-28,2024-12-08,Safety,Central,Electric Dept,Low,1,10
C02545,2024-07-18,2024-08-06,Drainage,East,Electric Dept,Low,3,19
C02546,2024-03-27,2024-04-13,Traffic,North,Electric Dept,Low,1,17
C02547,2024-02-12,2024-02-24,Traffic,Central,Traffic Dept,High,5,12
C02548,2024-04-18,2024-04-19,Water,West,Sanitation,Medium,4,1
C02549,2024-05-31,2024-06-12,Road,Central,Safety Dept,Low,1,12
C02550,2024-01-17,2024-02-03,Road,West,Water Dept,Low,5,17
C02551,2024-05-12,2024-06-05,Lights,West,Water Dept,Low,5,24
C02552,2024-05-27,2024-05-30,Drainage,South,Traffic Dept,High,3,3
C02553,2024-10-03,2024-10-14,Lights,South,Water Dept,Low,4,11
C02554,2024-08-19,2024-09-05,Traffic,Central,Safety Dept,Low,5,17
C02555,2024-11-09,2024-12-02,Water,Central,Water Dept,Low,4,23
C02556,2024-08-15,2024-09-10,Safety,East,Electric Dept,Low,3,26
C02557,2024-05-18,2024-05-21,Road,North,Electric Dept,Medium,1,3
C02558,2024-07-29,2024-08-06,Water,North,Sanitation,Medium,2,8
C02559,2024-01-28,2024-02-17,Garbage,Central,Safety Dept,Medium,2,20
C02560,2024-02-20,2024-02-24,Water,South,Safety Dept,Medium,2,4
C02561,2024-09-17,2024-10-08,Garbage,East,Water Dept,Medium,4,21
C02562,2024-09-17,2024-10-09,Lights,North,Roads Dept,Low,2,22
C02563,2024-12-15,2024-12-22,Lights,Central,Water Dept,Low,1,7
C02564,2024-12-17,2024-12-31,Traffic,South,Water Dept,Low,5,14
C02565,2024-01-08,2024-01-22,Water,South,Sanitation,Medium,4,14
